actual_end_date,actual_start_date,approval_status,requester_group,summary,change_id,priority,modified_date,product_affected,change_closed_by_date_central,Success_Code,impact,modified_date_central,planned_start_date,type,date_created_central,business_risk_aots,reason_aots,planned_end_date,planned_start_central_date,employee_status,customercode,employee_priority,backout_plans,item,category,created_by_group,exception_justification,emergency_,customer_impact_desc,related_problem,related_problem_db,person_address1,person_address2,region,person_siteID,person_city,person_country,hostname,requester_group_cd,description,category_cd,lead_time,outage_state
9/22/2023 8:30,9/21/2023 5:30,Approved,ATT-IT-AMDOCS-BILLING-APPS-SUP,"West Due 09-21 - EM(215), RD2319 PBEM IEM91A83 ON DEMAND IEM1XA83 (X=1-5), IEM28A83, IP071A83 4583 HOLD/TESTINIT/RELEASE NORTH AND SOUTH.",CHG000008726102,Low,9/22/2023 8:42,EM(215),9/22/2023 8:41,Successful,0,9/22/2023 8:42,9/21/2023 5:30,Process,9/15/2023 5:18,Non-Disruptive,Customer Requirement,9/22/2023 8:30,9/21/2023 5:30,Active,AT&T,0,Refer OIG.,Batch Only,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-AMDOCS-BILLING-APPS-SUP,"EM(215), RD2319 PBEM IEM91A83 ON DEMAND IEM1XA83 (X=1-5), IEM28A83, IP071A83 4583 HOLD/TESTINIT/RELEASE NORTH AND SOUTH.

This is for:
CR-2309-0094	RD2319 - Expedite-2023.07.22 West CA BAL and Trunks Rate Change
CR-2309-0099	RD2319 - Expedite-2023.07.22 West NV BAL and Trunks Rate Change",Process,,
9/23/2023 6:30,9/22/2023 6:30,Approved,ATT-IT-AMDOCS-BILLING-APPS-SUP,Release 23.06 OFF RBS(3958) SMB-2051253--Windstream changes to filexchange/vml241,CHG000008730861,Low,9/22/2023 10:51,rbs(3958),9/22/2023 10:50,Successful,99,9/22/2023 10:51,9/22/2023 6:30,Process,9/18/2023 8:50,Non-Disruptive,Business Requirement,9/23/2023 6:30,9/22/2023 6:30,Active,AT&T,Unknown,Please contact BM3455 for any backup plans.,Batch Only,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-AMDOCS-BILLING-APPS-SUP,Release 23.06 OFF RBS(3958) SMB-2051253--Windstream - File Destination and Format change,Process,,
10/7/2023 18:30,10/7/2023 17:00,Approved,ATT-IT-IBM-MO-IGAB-AUTOSUP,HK27cT Mainframe:ABSMS:CNMS - Weekly Automation Changes,CHG000008732248,Low,10/9/2023 8:38,CNMS,10/9/2023 8:38,Successful,99,10/9/2023 8:38,10/7/2023 17:00,Software,9/18/2023 15:26,Non-Disruptive,Pre-Production,10/7/2023 18:30,10/7/2023 17:00,Active,AT&T,Unknown,"(No backout plan necessary)

1. Provide the ""Beginning Backout Date/Time"".  11/30/2019  19:15 ET

2. Provide the ""Name(s)/Group(s) and Contact Information of those Responsible for the Backout"":         
IGAUTO 1-800-759-8352 Pin #2023724

3. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab:
MESSAGE TABLE BACKOUT:
-----------------------------------------
19:15 - 19:30 ET: FOR MESSAGE TABLE ERRORS: Correct error in master library on Focal Point Repository. Perform WAC build, reship, and load    === > to load issue ACF ATLOAD 
CONFIG FILE BACKOUT:
-----------------------------------
19:15 - 19:30 ET: Delete the newly created GDG, get previous GDG dataset name that was in use 
 Issue command to refresh, specifying the previous GDG dataset name  === > To reload issue INGAMS REFRESH
DSIOPF FILE BACKOUT:
-------------------------------------
19:15 - 19:30 ET: FOR DSIOPF / SECURITY TABLE ERRORS: Correct errors in master dataset on Focal Point repository host.   
Perform WAC build.  Ship to target host the following                           
From SYSU.domain.DSIOPF, ship full dataset to SYSU.NETV.domain.DSIOPF
From SYSU.domain.DSIPARM ship DSISECUR, RMTSECOP, SECCMDOP, SECGROP,SECTABLE    
From NCCF issue tests:
 REFRESH OPERS,TEST
 REFRESH CMDAUTH=TABLE,TBLNAME=SECTABLE,TEST
 To ensure members are not in storage, issue from NCCF 
  DROPMEM DSIPARM.SDCOPF
 Issue Load command    AATUTIL OPERS
CLIST BACKOUT
--------------------
19:15 - 19:30 In master clist library on Focal Point repository, rename your backup copy of clist back to what it was
 Ship clist to target host dataset SYSU.NETV.SDC.CNMCLST
 Issue DROPMEM DSICLD.member name to ensure not in storage
   For AAT updates: If there is a need to recover, for any reason, a CPRESS to each library should be again done, and then copy from SYSU.NETV.AATMSTR.V3M3DIST.* where * is indicated as above, to each of the corresponding SYSU.NETV.AATBASE.* libraries.
                                        
4. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab:

VALIDATION: (Message Table) is successful load of Message Table from ACF ATLOAD command
VALIDATION:  (Policy)is successful load of policy from INGAMS REFRESH command        
VALIDATION (DSIOPF) is successful load of the security and opf members from the AATUTIL OPERS command
VALIDATION - (CLIST) Issue BR membername    ensure backed out member is being viewed.
        
5. Indicate ""Exactly how this Backout will be Confirmed as Successful"":
Backout is confirmed successful as noted in the Backout Validation steps",NON-PROD,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-IGAB-AUTOSUP,"NOT REQUIRED BY CHANGE PROCESS ---> FOR YOUR INTERNAL USE ONLY.

NO AT&T EMPLOYEES ARE INVOLVED WITH THIS CHANGE
Add/Remove/Modify Automation policy entries, clists, message tables, and opids per received automation requirements, for given resources under automations control.  

BUSINESS REASON:  Ensures automation currency and continued successful automation monitoring of resources within automation",Software,,
9/28/2023 8:00,9/28/2023 5:00,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,NON-PROD - JAT2/U1SY/U4SY:cB Mainframe:Service Delivery: Db2 V13 preparation work - ZPLEX,CHG000008738000,Low,9/28/2023 8:03,Db2,9/28/2023 8:02,Successful,0,9/28/2023 8:03,9/28/2023 5:00,Software,9/20/2023 14:46,Non-Disruptive,Maintenance (Preventative),9/28/2023 8:00,9/28/2023 5:00,Active,AT&T,0,"Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab 

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

	Fallback to the previous Function Level:

	Activate Function Level V12R1M508	
	DB2 Support will execute: dbss.INSTALL(V12TIJAF) With control card: ACTIVATE FUNCTION LEVEL(V12R1M508)
	Db2 Command: DISPLAY GROUP DETAIL

 
2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

   Check job's output executed and Db2 Command: DISPLAY GROUP DETAIL

    /-DBSS DISPLAY GROUP DETAIL (Output)

    DSN7100I  -DBSS DSN7GCMD                                               	
    *** BEGIN DISPLAY OF GROUP(........) CATALOG LEVEL(V12R1M507)          
                      CURRENT FUNCTION LEVEL(V12R1M510)                    
                      HIGHEST ACTIVATED FUNCTION LEVEL(V12R1M508)          
                      HIGHEST POSSIBLE FUNCTION LEVEL(V12R1M508           
                      PROTOCOL LEVEL(2)                                    	
                      GROUP ATTACH NAME(....)                              	
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    DB2          SUB                     DB2    SYSTEM    IRLM             	
    MEMBER   ID  SYS      CMDPREF   STATUS   LVL        NAME    SUBSYS  IRLMPROC  
    ---------------    ----  -------      ----------------    --------------   -----------    ----------    -------------   ------------------  	
    ...............      0  DBSS    -DBSS         ACTIVE   121510    LPAR     DRSS      DBSSIRLM  
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    SPT01 INLINE LENGTH:        32138                                      	
    *** END DISPLAY OF GROUP(........)                                     	
    DSN9022I  -DBSS DSN7GCMD 'DISPLAY GROUP ' NORMAL COMPLETION

   Where DBSS = Db2 Susbysem ID.



3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

   Check job's output executed if Return Code 00 and Db2 Command: DISPLAY GROUP DETAIL with  CATALOG LEVEL(V12R1M507) and ACTIVATED FUNCTION LEVEL(V12R1M508).",NON-PROD,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Answer the 3 required items below (please provide answers at end of each item):

1. Brief Description of Change (WHAT is being done?):

   CATMAINT UPDATE and ACTIVATE FUNCTION LEVEL to Db2 V13 Migration on ZPLEX - U1SY(DBUA, DBUB, DBUC, DBUD), U4SY(DBUE, DBUF, DBUY).


2.Business Reason (WHY is this change being performed?):
 
   Required for DB2 Ver 13 Migration. 


3.What will be the negative Impact to the business if the Change is Not Implemented?

    No impact, but change will have to be rescheduled. DB2 Ver 12 could go out of service.

ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/8/2023 18:00,10/7/2023 22:00,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,BI10 T3SY APLEX cB Mainframe OMEGAMON PKG#15  CIRATS,CHG000008743110,Low,10/9/2023 8:25,T3SY,10/9/2023 8:25,Successful,0,10/9/2023 8:25,10/7/2023 22:00,Software,9/21/2023 17:20,Non-Disruptive,Maintenance/Enhancement,10/8/2023 18:00,10/7/2023 22:00,Active,AT&T,0,"BACKOUT PLAN :                                                                 
     If no Backout is required, explain why:                                   
     If Backout is required (All Items below MUST be answered):                
     Note: The Backout Times and Backout Validation Times MUST be incl         
     1. List the ""Backout Steps"" OR you may provide a ""High Level Summ         
     MVS Team to execute the following jobs:                                   
     SUPT.OMEG.PKG15.CB.CNTL(RTE30BRn)                                         
     SUPT.OMEG.PKG15.CB.CNTL(RTE31BRB)                                         
     SUPT.OMEG.PKG15.CB.CNTL(RTE34BCK)                                         
     2. List the ""Backout Validation Steps"" OR provide a ""High Level S         
     Omegamon backed to previous version                                       
     3. Indicate the criteria of exactly how the Backout of this Chang         
     Users being able to logon                                                 
     EN3270 and TEPS refreshing info from system affected",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,,Software,,
10/17/2023 8:00,10/17/2023 5:00,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,DL05:cS Mainframe:Service Delivery: Db2 V13 preparation work.,CHG000008765443,Low,10/17/2023 8:16,Db2,10/17/2023 8:16,Successful,0,10/17/2023 8:16,10/17/2023 5:00,Software,9/29/2023 13:18,Non-Disruptive,Maintenance (Preventative),10/17/2023 8:00,10/17/2023 5:00,Active,AT&T,0,"Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab 

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

	Fallback to the previous Function Level:

	Activate Function Level V12R1M508	
	DB2 Support will execute: dbss.INSTALL(V12TIJAF) With control card: ACTIVATE FUNCTION LEVEL(V12R1M508)
	Db2 Command: DISPLAY GROUP DETAIL

 
2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

   Check job's output executed and Db2 Command: DISPLAY GROUP DETAIL

    /-DBSS DISPLAY GROUP DETAIL (Output)

    DSN7100I  -DBSS DSN7GCMD                                               	
    *** BEGIN DISPLAY OF GROUP(........) CATALOG LEVEL(V12R1M507)          
                      CURRENT FUNCTION LEVEL(V12R1M510)                    
                      HIGHEST ACTIVATED FUNCTION LEVEL(V12R1M508)          
                      HIGHEST POSSIBLE FUNCTION LEVEL(V12R1M508           
                      PROTOCOL LEVEL(2)                                    	
                      GROUP ATTACH NAME(....)                              	
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    DB2          SUB                     DB2    SYSTEM    IRLM             	
    MEMBER   ID  SYS      CMDPREF   STATUS   LVL        NAME    SUBSYS  IRLMPROC  
    ---------------    ----  -------      ----------------    --------------   -----------    ----------    -------------   ------------------  	
    ...............      0  DBSS    -DBSS         ACTIVE   121510    LPAR     DRSS      DBSSIRLM  
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    SPT01 INLINE LENGTH:        32138                                      	
    *** END DISPLAY OF GROUP(........)                                     	
    DSN9022I  -DBSS DSN7GCMD 'DISPLAY GROUP ' NORMAL COMPLETION

   Where DBSS = Db2 Susbysem ID.



3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

   Check job's output executed if Return Code 00 and Db2 Command: DISPLAY GROUP DETAIL with  CATALOG LEVEL(V12R1M507) and ACTIVATED FUNCTION LEVEL(V12R1M508).",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Answer the 3 required items below (please provide answers at end of each item):

1. Brief Description of Change (WHAT is being done?):
	
   CATMAINT UPDATE and ACTIVATE FUNCTION LEVEL to Db2 V13 Migration on DL05 - AN00(DN0A, DBN1, DBN4), CN00(DN0B, DBN6, DN9A).


2.Business Reason (WHY is this change being performed?):
 
   Required for DB2 Ver 13 Migration. 


3.What will be the negative Impact to the business if the Change is Not Implemented?

    No impact, but change will have to be rescheduled. DB2 Ver 12 could go out of service.

ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/17/2023 8:00,10/17/2023 5:00,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,"APLEX(A6SY, K1SY, L1SY, M1SY, O1SY/O2SY, T3SY):cB Mainframe:Service Delivery: Db2 V13 preparation work.",CHG000008771145,Low,10/17/2023 8:19,Db2,10/17/2023 8:19,Successful,0,10/17/2023 8:19,10/17/2023 5:00,Software,10/2/2023 7:01,Non-Disruptive,Maintenance (Preventative),10/17/2023 8:00,10/17/2023 5:00,Active,AT&T,0,"Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab 

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

	Fallback to the previous Function Level:

	Activate Function Level V12R1M508	
	DB2 Support will execute: dbss.INSTALL(V12TIJAF) With control card: ACTIVATE FUNCTION LEVEL(V12R1M508)
	Db2 Command: DISPLAY GROUP DETAIL

 
2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

   Check job's output executed and Db2 Command: DISPLAY GROUP DETAIL

    /-DBSS DISPLAY GROUP DETAIL (Output)

    DSN7100I  -DBSS DSN7GCMD                                               	
    *** BEGIN DISPLAY OF GROUP(........) CATALOG LEVEL(V12R1M507)          
                      CURRENT FUNCTION LEVEL(V12R1M510)                    
                      HIGHEST ACTIVATED FUNCTION LEVEL(V12R1M508)          
                      HIGHEST POSSIBLE FUNCTION LEVEL(V12R1M508           
                      PROTOCOL LEVEL(2)                                    	
                      GROUP ATTACH NAME(....)                              	
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    DB2          SUB                     DB2    SYSTEM    IRLM             	
    MEMBER   ID  SYS      CMDPREF   STATUS   LVL        NAME    SUBSYS  IRLMPROC  
    ---------------    ----  -------      ----------------    --------------   -----------    ----------    -------------   ------------------  	
    ...............      0  DBSS    -DBSS         ACTIVE   121510    LPAR     DRSS      DBSSIRLM  
    ------------------------------------------------------------------------------------------------------------------------------------------  	
    SPT01 INLINE LENGTH:        32138                                      	
    *** END DISPLAY OF GROUP(........)                                     	
    DSN9022I  -DBSS DSN7GCMD 'DISPLAY GROUP ' NORMAL COMPLETION

   Where DBSS = Db2 Susbysem ID.



3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

   Check job's output executed if Return Code 00 and Db2 Command: DISPLAY GROUP DETAIL with  CATALOG LEVEL(V12R1M507) and ACTIVATED FUNCTION LEVEL(V12R1M508).",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Answer the 3 required items below (please provide answers at end of each item):

1. Brief Description of Change (WHAT is being done?):
	
   CATMAINT UPDATE and ACTIVATE FUNCTION LEVEL to Db2 V13 Migration on APLEX - A6SY(DBAA), K1SY(DBKA), L1SY(DBLA), M1SY(DBMA), O1SY(DBOB), O2SY(DBOA), T3SY(T3SY).


2.Business Reason (WHY is this change being performed?):
 
   Required for DB2 Ver 13 Migration. 


3.What will be the negative Impact to the business if the Change is Not Implemented?

    No impact, but change will have to be rescheduled. DB2 Ver 12 could go out of service.

ACM website for more information - http://ChangeManagement.it.att.com",Software,,
10/7/2023 7:00,10/7/2023 5:00,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,"NON-PROD:cS Mainframe:Service Delivery:changes on Test, Dev, DR, Pre-Prod, etc.",CHG000008776455,Low,10/9/2023 6:05,DB2,10/9/2023 6:05,Successful,1,10/9/2023 6:05,10/7/2023 5:00,Software,10/3/2023 6:05,Non-Disruptive,Maintenance (Preventative),10/7/2023 7:00,10/7/2023 5:00,Active,AT&T,1,Verifier submit dbss.INSTALL(FALLBACK) job to back off maintenance.,NON-PROD,AT&T,,No Leadtime Issue,Scheduling,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Apply PDO 2043.9 Demand Maintenance on the following SLT2 - CAST - DB2 Subsystems (DB2B, DB2P, DB2H, DB2N, DB2T, DGW2, DGX2),",Software,,
10/7/2023 22:00,10/7/2023 18:00,Approved,ATT-IT-SYSHOSTING-TERADATA,TDICATTSL1TD01:Midrange:EDW/ACS/RDW/WDW/ABS/DW/SAART/PMOSS/Pride/EODS:OTHER:OTHER:Controller Replacement,CHG000008777668,Low,10/12/2023 8:38,TDICATTSL1TD01 (St. Louis Production Teradata Intellicloud),10/12/2023 8:37,Failed,0,10/12/2023 8:38,10/7/2023 18:00,Hardware,10/3/2023 14:21,Disruptive,Problem Resolution,10/7/2023 22:00,10/7/2023 18:00,Active,AT&T,0,"Backout (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab:

20:00 CT
Teradata Sys Admin will:
*Contact cT Mainframe ROCC to stop TDP0 on PC00 and EQ00, TDP7 on PE00, and TDPG on FTS1 (see task)
*Contact cS/cB Mainframe ROCC to stop TDP0 on AA00/HA00/BC00/CC00/EC00/AR00/BR00/D2SY (see task)
*Contact Teradata/ IBM support to continue work

Teradata and IBM will:
*Bring down the database
*Replace the failed controller with a second replacement controller
*Bring the database back up
*Perform validations
*Turn the sytem back over to the Teradata SA

Teradata Sys Admin will:
*Contact cS/cB Mainframe ROCC to bring up TDP0 on AA00/HA00/BC00/CC00/EC00/AR00/BR00/D2SY (see task)
*Contact cT Mainframe ROCC to bring up TDP0 on PC00 and EQ00, TDP7 on PE00, and TDPG on FTS1  (see task)
*Complete validations
*Send an email and Telalert notification of the scheduled work completion:
http://ebiz.sbc.com/teradata/secure/Documents/Maintenance/EMOC/TDICATTSL1TD01_MaintenanceInstructions.htm


2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab:

Teradata support will:
*Verify all nodes are up and in the database configuration

Teradata Sys Admin will: 
*Verify database connectivity to database by running sel * from DBC.dbcinfo via SQL Assistant
*Verify MVS connectivity for TDP0 on AA00/HA00/BC00/CC00/EC00/AR00/BR00/D2SY/PC00/EQ00, TDP7 on PE00, and TDPG on FTS1.

3. Indicate ""Exactly how this Change will be Confirmed as Successful"":
The change will be deemed successful if the Teradata and Sys Admin validation tests are all successful.

Contact Info:-
Teradata Sys Admin: Mindy Collmeyer (mw1347, 618-978-9321)
Teradata support : TBD
IBM support: Jeremy Huff (jmhuff@us.ibm.com/ 314-341-6474)
cS/cB MF ROCC: 855-536-3553 option 2
cT MF ROCC: 770-750-0485",Server,AT&T,,No Leadtime Issue,Problem,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-SYSHOSTING-TERADATA,"Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done): Teradata will take the database down to replace controller A in Collective 12 Cabinet 12 Chassis 30 (CS1981326).

2.  Business Reason (WHY is this change being performed): Per Teradata, Controller A on DAMC012-30 has encountered a memory parity error and needs to be replaced.

3.  What will be the negative Impact to the business if the Change is Not Implemented? If Controller B were to fail, the database would go down unexpectedly and stay down until the controllers were replaced.



For any emergency changes created after 5 PM ET for that night's maintenance window, please contact the On call/After Hours Contact number @ 919-666-5265

GTOC Change Management Sites:
<https://workspace.web.att.com/sites/ChangeMan/default.aspx>
<https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management>",Hardware,,
9/24/2023 6:00,9/24/2023 0:00,Approved,ATT-IT-IBM-MO-MF-OPS,"FMMIS GMIS FBAS GBAS:FTS1,FTS2:cTmainframe: cT Billing Informational:vienje1 SEP IPL GEN/MAINT RECORD FOR VIENJE1  09/24",CHG000007886879,Low,9/25/2023 7:51,"GBAS:FTS1,FTS2",9/25/2023 7:51,Successful,0,9/25/2023 7:51,9/24/2023 0:00,Process,10/11/2022 13:07,Disruptive,Information Purposes Only,9/24/2023 6:00,9/24/2023 0:00,Active,AT&T,0,This change is for documentation purposes. -- Must be determined by viewing individual changes in window.,Information Only,AT&T,,"1. Pre-Implementation Test Summary (how was pre-implementation testing performed and validated), if none done explain why - Verified on the test bed:
2. Impact to Customer/App during implementation of change activity. Choose either (a) OUTAGE, (b) NO IMPACT, (c) LOSS OF FUNCTIONALITY, or (d) DEGRADED PERFORMANCE - OUTAGE of a full image during the actual IPL:
3. What would be the negative Impact to the business if this change were not implemented - Back-level system software:
4. This Change Window will take place within the documented Availability/Maintenance schedule or additional maintenance hours have been negotiated with the customer representatives as necessary - YES:
5. The Requester has confirmed that dates & times for the chg have been approved by the group(s) impacted by this chg - YES:",No Leadtime Issue,"1. Pre-Implementation Test Summary (how was pre-implementation testing performed and validated), if none done explain why - Verified on the test bed:
2. Impact to Customer/App during implementation of change activity. Choose either (a) OUTAGE, (b) NO IMPACT, (c) LOSS OF FUNCTIONALITY, or (d) DEGRADED PERFORMANCE - OUTAGE of a full image during the actual IPL:
3. What would be the negative Impact to the business if this change were not implemented - Back-level system software:
4. This Change Window will take place within the documented Availability/Maintenance schedule or additional maintenance hours have been negotiated with the customer representatives as necessary - YES:
5. The Requester has confirmed that dates & times for the chg have been approved by the group(s) impacted by this chg - YES:",,,US,US,US,US,,,,ATT-IT-IBM-MO-MF-OPS,"Information Only Changes - No actual work is to be performed using this Change Record. This CR cannot be used as evidence of approval for actual changes to the Production environment.  If actual work is required, it must be documented in a normal CR.  This type of change record is intended solely for general communication.  It is not intended for scheduling or executing actual work on production devices or assets at any time.  References to actual work to be performed in valid Change Requests, Trouble Tickets or other records can be added to the Related Items tab as well as this Description field.

GTOC Change Management Sites:
https://workspace.web.att.com/sites/ChangeMan/default.aspx 
https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management",Process,,
8/6/2023 6:00,8/6/2023 2:00,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,SD01: SALA/SBJF/SBEG/NS00 - PRD - CS MAINFRAME: NON - ORG: REGIPL - zOS 2.4 Monthly Maintenance,CHG000008357568,Low,8/7/2023 13:21,SALA/SBJF/SBEG/NS00,8/7/2023 13:21,Successful,0,8/7/2023 13:21,8/6/2023 2:00,Software,5/10/2023 13:55,Non-Disruptive,Maintenance (Preventative),8/6/2023 6:00,8/6/2023 2:00,Active,AT&T,0,"Backout (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

ROCC to contact MVS Support Oncall to have the system re-IPL using old parms.

Old-parms are listed under TASK PLANS.

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

ROCC is to determine that the system has successfully initialized, and users can logon.

3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

System is back to the old maintenance level.


If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,"Answer the 3 required items below (please provide answers at end of each item):
zOS 2.4 Monthly MAintenance


1.  Brief Description of Change (WHAT is being done):
Systems will be IPL to apply new Maintenance

2.  Business Reason (WHY is this change being performed):
Change is being performed to have new preventive/maintenance applied.

3.  What will be the negative Impact to the business if the Change is Not Implemented?
Back level system software, maintenance out-to-date.

ACM website for more information - http://ChangeManagement.it.att.com

## CIRATS ##:
CIRATS PTF UI91484 PH53875 nnnnnnnnn SIA-MVS-2023.06-nn HTTP 9.0
CIRATS PTF UI91554 PH54054 nnnnnnnnn SIA-MVS-2023.06-nn LIBERTY 
CIRATS PTF UI91555 PH54158 nnnnnnnnn SIA-MVS-2023.06-nn LIBERTY 
CIRATS PTF UJ92494 OA64365 nnnnnnnnn SIA-MVS-2023.06-nn DFSMS   
CIRATS PTF UJ92603 OA60779 nnnnnnnnn SIA-MVS-2023.06-nn DFSMS   
CIRATS PTF UJ92616 OA64375 nnnnnnnnn SIA-MVS-2023.06-nn IOS     
CIRATS PTF UJ92681 OA64650 nnnnnnnnn SIA-MVS-2023.06-nn UNIX    
CIRATS PTF UJ92765 OA64686 nnnnnnnnn SIA-MVS-2023.06-nn ICSF    
CIRATS PTF UJ92798 OA64815 nnnnnnnnn SIA-MVS-2023.06-nn SA 4.2  
CIRATS PTF UJ92816 OA64350 nnnnnnnnn SIA-MVS-2023.06-nn RACF    
CIRATS PTF UJ92822 OA64353 nnnnnnnnn SIA-MVS-2023.06-nn BCP     
CIRATS PTF UJ92888 OA64405 nnnnnnnnn SIA-MVS-2023.06-",Software,,
